id,device_id,product_code_id,is_primary
19519,K832918,JHJ,1
19520,K832919,EAZ,1
19521,K832920,IRP,1
19522,K832922,FRC,1
19523,K832923,FRN,1
19524,K832924,DTN,1
19525,K832925,KOC,1
19526,K832926,CGA,1
19527,K832927,KNT,1
19528,K832928,BTT,1
19529,K832929,JBX,1
19530,K832930,KIT,1
19531,K832931,JJO,1
19532,K832932,JJO,1
19533,K832933,DPH,1
19534,K832935,CAH,1
19535,K832936,JJO,1
19536,K832937,JJO,1
19537,K832939,KYB,1
19538,K832940,ISD,1
19539,K832941,CDQ,1
19540,K832942,CIG,1
19541,K832945,FLF,1
19542,K832946,JAY,1
19543,K832947,KIR,1
19544,K832948,JTY,1
19545,K832949,JET,1
19546,K832950,HPO,1
19547,K832951,DXH,1
19548,K832952,FPB,1
19549,K832953,HZC,1
19550,K832954,JSI,1
19551,K832955,JSI,1
19552,K832956,JTN,1
19553,K832957,DYG,1
19554,K832958,JDI,1
19555,K832959,KRE,1
19556,K832960,FCE,1
19557,K832962,KZQ,1
19558,K832965,KLS,1
19559,K832966,KNT,1
19560,K832967,EWL,1
19561,K832968,ION,1
19562,K832969,IPS,1
19563,K832970,IPS,1
19564,K832971,HHL,1
19565,K832972,HHL,1
19566,K832973,HHL,1
19567,K832974,HHD,1
19568,K832975,JXA,1
19569,K832976,IPF,1
19570,K832977,JHY,1
19571,K832978,GDF,1
19572,K832980,HQC,1
19573,K832981,CHL,1
19574,K832982,DLJ,1
19575,K832983,GEX,1
19576,K832984,CCW,1
19577,K832985,KLB,1
19578,K832986,HHT,1
19579,K832987,DTB,1
19580,K832988,IPF,1
19581,K832989,KYA,1
19582,K832990,IQK,1
19583,K832991,KQX,1
19584,K832992,ITG,1
19585,K832994,KPA,1
19586,K832996,HKY,1
19587,K832997,HQC,1
19588,K832998,DSF,1
19589,K832999,FLS,1
19590,K833000,DSF,1
19591,K833001,JQB,1
19592,K833002,CEO,1
19593,K833003,DKJ,1
19594,K833004,CIG,1
19595,K833005,JIX,1
19596,K833006,EAG,1
19597,K833008,LJE,1
19598,K833009,JJY,1
19599,K833010,JSJ,1
19600,K833012,BWF,1
19601,K833014,LJN,1
19602,K833015,GEI,1
19603,K833016,KIT,1
19604,K833017,JIY,1
19605,K833018,JSK,1
19606,K833019,JSK,1
19607,K833020,JSK,1
19608,K833021,DXZ,1
19609,K833022,CCX,1
19610,K833023,JJC,1
19611,K833029,JQB,1
19612,K833030,FPA,1
19613,K833033,FPA,1
19614,K833034,FPA,1
19615,K833035,CIC,1
19616,K833036,JGS,1
19617,K833037,GZJ,1
19618,K833038,DZP,1
19619,K833039,EJP,1
19620,K833043,FFG,1
19621,K833045,ETY,1
19622,K833047,DWF,1
19623,K833048,DTM,1
19624,K833049,EJS,1
19625,K833050,EJS,1
19626,K833052,EJT,1
19627,K833053,EJT,1
19628,K833054,KNT,1
19629,K833055,CCW,1
19630,K833056,EBO,1
19631,K833057,EBO,1
19632,K833058,FSM,1
19633,K833059,GBZ,1
19634,K833060,CCK,1
19635,K833061,FFA,1
19636,K833062,DLI,1
19637,K833063,GTJ,1
19638,K833064,HQC,1
19639,K833065,FKX,1
19640,K833066,CAH,1
19641,K833067,JJE,1
19642,K833068,HDY,1
19643,K833069,CGA,1
19644,K833070,LER,1
19645,K833071,KEO,1
19646,K833072,JGS,1
19647,K833073,ESD,1
19648,K833074,JOJ,1
19649,K833075,FRO,1
19650,K833076,FPK,1
19651,K833077,GRD,1
19652,K833078,DTZ,1
19653,K833079,FOZ,1
19654,K833082,CDT,1
19655,K833083,FPX,1
19656,K833084,LGF,1
19657,K833085,GDT,1
19658,K833086,GZJ,1
19659,K833088,CAI,1
19660,K833089,GQH,1
19661,K833090,ISA,1
19662,K833091,FOZ,1
19663,K833092,FOZ,1
19664,K833093,KGO,1
19665,K833094,DRS,1
19666,K833095,DRS,1
19667,K833096,DRS,1
19668,K833097,JJX,1
19669,K833098,DTB,1
19670,K833099,DTB,1
19671,K833101,DTB,1
19672,K833104,DTB,1
19673,K833106,DTB,1
19674,K833108,DTB,1
19675,K833112,DWF,1
19676,K833113,LDM,1
19677,K833114,JEC,1
19678,K833116,JJE,1
19679,K833119,DHN,1
19680,K833120,KGX,1
19681,K833121,KKX,1
19682,K833122,KKX,1
19683,K833124,OCZ,1
19684,K833125,OCZ,1
19685,K833127,CAT,1
19686,K833128,LIF,1
19687,K833129,MSJ,1
19688,K833130,JPK,1
19689,K833131,LIB,1
19690,K833132,EFH,1
19691,K833133,CCW,1
19692,K833134,ESD,1
19693,K833135,FOZ,1
19694,K833136,JSJ,1
19695,K833137,JHJ,1
19696,K833138,DXT,1
19697,K833139,KNZ,1
19698,K833140,IZD,1
19699,K833141,LKB,1
19700,K833142,CDD,1
19701,K833143,EJH,1
19702,K833144,EJH,1
19703,K833145,EJH,1
19704,K833146,JJS,1
19705,K833147,BSZ,1
19706,K833148,LJM,1
19707,K833150,KOC,1
19708,K833151,BSZ,1
19709,K833152,ESD,1
19710,K833153,JJF,1
19711,K833154,JJF,1
19712,K833155,DSB,1
19713,K833156,JHJ,1
19714,K833157,JJC,1
19715,K833158,FLL,1
19716,K833159,CEM,1
19717,K833160,LBR,1
19718,K833162,DSI,1
19719,K833163,KIT,1
19720,K833164,KIT,1
19721,K833165,KIT,1
19722,K833166,CHJ,1
19723,K833167,LED,1
19724,K833168,KIT,1
19725,K833169,KIT,1
19726,K833170,DRS,1
19727,K833171,DRS,1
19728,K833172,GYB,1
19729,K833175,KWY,1
19730,K833176,KKX,1
19731,K833177,ILC,1
19732,K833178,FPA,1
19733,K833179,HEB,1
19734,K833180,JSX,1
19735,K833181,LIF,1
19736,K833182,LKB,1
19737,K833183,LKB,1
19738,K833184,LKB,1
19739,K833185,LKB,1
19740,K833187,GET,1
19741,K833189,GCJ,1
19742,K833191,JJY,1
19743,K833192,JJY,1
19744,K833193,JLW,1
19745,K833194,JHI,1
19746,K833195,ITJ,1
19747,K833196,CAI,1
19748,K833197,BTR,1
19749,K833198,DXY,1
19750,K833199,DXY,1
19751,K833200,MBV,1
19752,K833201,JSH,1
19753,K833202,JSH,1
19754,K833203,JSI,1
19755,K833204,JSI,1
19756,K833205,JSI,1
19757,K833206,JSH,1
19758,K833207,LKA,1
19759,K833208,JSH,1
19760,K833209,JSG,1
19761,K833210,JSK,1
19762,K833211,JKS,1
19763,K833212,JSI,1
19764,K833213,JSH,1
19765,K833215,JSG,1
19766,K833216,JSH,1
19767,K833217,JSG,1
19768,K833218,LKA,1
19769,K833219,JSI,1
19770,K833220,JSJ,1
19771,K833222,IYO,1
19772,K833223,IYO,1
19773,K833224,ITX,1
19774,K833225,IYO,1
19775,K833226,IZL,1
19776,K833227,LBA,1
19777,K833228,JAK,1
19778,K833229,FTZ,1
19779,K833230,JAA,1
19780,K833231,IYO,1
19781,K833232,HQF,1
19782,K833233,IYO,1
19783,K833234,IWZ,1
19784,K833236,GYE,1
19785,K833237,JAA,1
19786,K833238,ITY,1
19787,K833239,IZL,1
19788,K833240,FTC,1
19789,K833241,EAP,1
19790,K833242,KNY,1
19791,K833243,IZH,1
19792,K833244,BTM,1
19793,K833245,KNX,1
19794,K833246,ETD,1
19795,K833247,CDD,1
19796,K833248,LIT,1
19797,K833249,ION,1
19798,K833251,GZJ,1
19799,K833252,KOC,1
19800,K833253,DTZ,1
19801,K833254,JSI,1
19802,K833256,HOY,1
19803,K833257,CGA,1
19804,K833258,FPX,1
19805,K833259,HQG,1
19806,K833260,IAF,1
19807,K833261,EBG,1
19808,K833264,JOJ,1
19809,K833265,JAX,1
19810,K833266,HBF,1
19811,K833267,CAH,1
19812,K833268,FED,1
19813,K833269,CAH,1
19814,K833270,EBI,1
19815,K833271,DRS,1
19816,K833272,JPA,1
19817,K833273,ICN,1
19818,K833274,HQF,1
19819,K833275,DAK,1
19820,K833276,DKB,1
19821,K833278,EIS,1
19822,K833279,EIS,1
19823,K833280,EIS,1
19824,K833281,EIS,1
19825,K833282,EIS,1
19826,K833283,EIS,1
19827,K833284,EIS,1
19828,K833285,EIS,1
19829,K833286,EIS,1
19830,K833287,EIS,1
19831,K833288,EIS,1
19832,K833289,EIS,1
19833,K833290,EIS,1
19834,K833291,JSH,1
19835,K833293,KNT,1
19836,K833294,BRZ,1
19837,K833295,KPA,1
19838,K833296,JSG,1
19839,K833297,BTS,1
19840,K833298,GWK,1
19841,K833299,JSG,1
19842,K833300,JSC,1
19843,K833301,JSI,1
19844,K833303,DQY,1
19845,K833304,DZM,1
19846,K833305,LIH,1
19847,K833306,FRN,1
19848,K833307,JSX,1
19849,K833308,KOC,1
19850,K833310,EAX,1
19851,K833311,LLC,1
19852,K833312,JKA,1
19853,K833318,DHX,1
19854,K833319,KEA,1
19855,K833320,KEA,1
19856,K833321,KNC,1
19857,K833322,DTL,1
19858,K833326,BXL,1
19859,K833327,BSK,1
19860,K833328,CAE,1
19861,K833330,FDX,1
19862,K833331,OCX,1
19863,K833332,JAY,1
19864,K833333,ESD,1
19865,K833334,ESD,1
19866,K833335,BSZ,1
19867,K833337,BWF,1
19868,K833338,EJB,1
19869,K833343,FRG,1
19870,K833344,FMK,1
19871,K833348,DSH,1
19872,K833349,DSH,1
19873,K833350,FTC,1
19874,K833351,BZB,1
19875,K833352,GIL,1
19876,K833353,JQP,1
19877,K833354,GZJ,1
19878,K833355,KDC,1
19879,K833356,LCP,1
19880,K833357,GDT,1
19881,K833358,KIR,1
19882,K833359,KIR,1
19883,K833360,KIR,1
19884,K833361,JAY,1
19885,K833363,JWH,1
19886,K833364,GEI,1
19887,K833365,HIS,1
19888,K833369,KHE,1
19889,K833370,IRO,1
19890,K833371,HQE,1
19891,K833372,BZA,1
19892,K833373,BZA,1
19893,K833374,JAY,1
19894,K833375,BSY,1
19895,K833376,CEP,1
19896,K833377,GEA,1
19897,K833378,LAN,1
19898,K833379,KLR,1
19899,K833380,DLJ,1
19900,K833381,KLR,1
19901,K833382,DLJ,1
19902,K833383,DLJ,1
19903,K833384,LAR,1
19904,K833385,DLG,1
19905,K833388,LED,1
19906,K833389,KIT,1
19907,K833390,KIT,1
19908,K833391,KIT,1
19909,K833392,KIT,1
19910,K833393,KIT,1
19911,K833394,KIT,1
19912,K833395,DXG,1
19913,K833396,JKD,1
19914,K833397,CCK,1
19915,K833398,FPA,1
19916,K833399,FMF,1
19917,K833401,HQZ,1
19918,K833402,DEW,1
19919,K833403,KWL,1
19920,K833404,KWY,1
19921,K833405,HQC,1
19922,K833406,CGF,1
19923,K833407,JTO,1
19924,K833409,KWT,1
19925,K833410,KWS,1
19926,K833411,JWH,1
19927,K833413,GWL,1
19928,K833414,JTN,1
19929,K833415,JTN,1
19930,K833416,JTN,1
19931,K833417,ODD,1
19932,K833418,DHB,1
19933,K833419,DGC,1
19934,K833420,BYP,1
19935,K833421,JOQ,1
19936,K833423,JJY,1
19937,K833424,HYO,1
19938,K833426,EJI,1
19939,K833427,DXY,1
19940,K833428,DXY,1
19941,K833429,EAX,1
19942,K833430,LLE,1
19943,K833431,LBR,1
19944,K833432,KOD,1
19945,K833433,DQY,1
19946,K833434,EJS,1
19947,K833435,FMF,1
19948,K833437,ILG,1
19949,K833438,KDD,1
19950,K833439,LPH,1
19951,K833440,KOC,1
19952,K833441,GEI,1
19953,K833442,LJS,1
19954,K833443,GIF,1
19955,K833444,GGK,1
19956,K833445,EJS,1
19957,K833446,HLX,1
19958,K833447,MCB,1
19959,K833448,JJE,1
19960,K833449,GEI,1
19961,K833450,HFS,1
19962,K833451,ESD,1
19963,K833452,BSF,1
19964,K833454,LIL,1
19965,K833455,KMY,1
19966,K833457,FLF,1
19967,K833458,DPS,1
19968,K833459,BZO,1
19969,K833460,FMF,1
19970,K833463,KIS,1
19971,K833464,LPH,1
19972,K833465,HQC,1
19973,K833466,LCX,1
19974,K833467,GDX,1
19975,K833468,JDG,1
19976,K833469,LKS,1
19977,K833470,DPS,1
19978,K833471,CKG,1
19979,K833473,KLE,1
19980,K833474,CCQ,1
19981,K833475,JKA,1
19982,K833476,DTM,1
19983,K833477,DTM,1
19984,K833478,CAI,1
19985,K833479,DTN,1
19986,K833480,LNK,1
19987,K833482,CAE,1
19988,K833483,EOQ,1
19989,K833484,HAW,1
19990,K833485,EHY,1
19991,K833486,ESD,1
19992,K833488,HEM,1
19993,K833489,CGC,1
19994,K833490,FTC,1
19995,K833491,KTI,1
19996,K833492,KNT,1
19997,K833493,FMF,1
19998,K833494,HKX,1
19999,K833495,CAW,1
20000,K833496,CCL,1
20001,K833497,LLF,1
20002,K833499,LNK,1
20003,K833500,CAW,1
20004,K833501,BTI,1
20005,K833502,LCJ,1
20006,K833503,KOC,1
20007,K833504,JHJ,1
20008,K833505,JQW,1
20009,K833506,JTZ,1
20010,K833507,JSG,1
20011,K833508,JSI,1
20012,K833509,FWY,1
20013,K833510,ESD,1
20014,K833511,FTC,1
20015,K833512,EJH,1
20016,K833513,KNT,1
20017,K833514,DKC,1
20018,K833515,IGN,1
20019,K833518,DTZ,1
20020,K833519,DXY,1
20021,K833520,LDR,1
20022,K833521,JJB,1
20023,K833522,GXW,1
20024,K833523,IWT,1
20025,K833524,FTC,1
20026,K833525,LMB,1
20027,K833527,FTC,1
20028,K833528,HHR,1
20029,K833530,JAA,1
20030,K833531,JAA,1
20031,K833532,HQF,1
20032,K833533,HQF,1
20033,K833534,CHL,1
20034,K833535,JJO,1
20035,K833536,CHL,1
20036,K833538,HMD,1
20037,K833539,HME,1
20038,K833541,GAD,1
20039,K833542,GEN,1
20040,K833546,LDN,1
20041,K833547,DWS,1
20042,K833549,NAB,1
20043,K833552,DRT,1
20044,K833554,DQO,1
20045,K833555,DTR,1
20046,K833557,LNK,1
20047,K833558,EHB,1
20048,K833559,KPR,1
20049,K833560,JAD,1
20050,K833561,JOM,1
20051,K833563,JPK,1
20052,K833564,ILO,1
20053,K833565,EXB,1
20054,K833566,EXB,1
20055,K833567,EXB,1
20056,K833568,FLL,1
20057,K833569,EXB,1
20058,K833570,KNX,1
20059,K833571,EXB,1
20060,K833572,DYG,1
20061,K833573,DQY,1
20062,K833574,DQX,1
20063,K833577,DIS,1
20064,K833578,JXM,1
20065,K833579,DKZ,1
20066,K833580,LDJ,1
20067,K833581,DJG,1
20068,K833582,CBT,1
20069,K833583,DXN,1
20070,K833584,DPS,1
20071,K833586,GCY,1
20072,K833587,HRX,1
20073,K833588,IOL,1
20074,K833590,KGX,1
20075,K833591,KNT,1
20076,K833593,DPS,1
20077,K833594,DRT,1
20078,K833595,FKX,1
20079,K833596,EJS,1
20080,K833598,EJL,1
20081,K833599,KWL,1
20082,K833600,GKZ,1
20083,K833601,KAI,1
20084,K833602,JYO,1
20085,K833603,JZB,1
20086,K833604,KAL,1
20087,K833605,KAE,1
20088,K833606,JYJ,1
20089,K833607,KAE,1
20090,K833608,KAE,1
20091,K833610,EIE,1
20092,K833611,JHO,1
20093,K833612,JSS,1
20094,K833613,JSS,1
20095,K833614,ESD,1
20096,K833615,ESD,1
20097,K833616,LIT,1
20098,K833617,HQC,1
20099,K833618,GKZ,1
20100,K833619,KRC,1
20101,K833621,KNT,1
20102,K833622,FIQ,1
20103,K833623,KLR,1
20104,K833624,FWZ,1
20105,K833625,EXB,1
20106,K833626,GER,1
20107,K833627,DRN,1
20108,K833628,FAP,1
20109,K833629,HTD,1
20110,K833631,IMC,1
20111,K833632,DSP,1
20112,K833633,BSY,1
20113,K833634,LAO,1
20114,K833636,DAK,1
20115,K833637,LFY,1
20116,K833638,FRO,1
20117,K833639,JJY,1
20118,K833640,EJK,1
20119,K833641,JAA,1
20120,K833642,HQC,1
20121,K833643,EIH,1
20122,K833644,DTL,1
20123,K833645,DXT,1
20124,K833646,ETN,1
20125,K833647,KRE,1
20126,K833648,HAM,1
20127,K833650,HCH,1
20128,K833651,HCI,1
20129,K833652,HCH,1
20130,K833653,KOC,1
20131,K833654,JTO,1
20132,K833655,FRN,1
20133,K833656,DSF,1
20134,K833657,FOZ,1
20135,K833659,FPK,1
20136,K833660,KDT,1
20137,K833661,DSH,1
20138,K833662,DTR,1
20139,K833664,BTX,1
20140,K833665,HYF,1
20141,K833666,JQW,1
20142,K833667,IYO,1
20143,K833669,HPA,1
20144,K833670,DTZ,1
20145,K833671,HNL,1
20146,K833672,LKG,1
20147,K833673,GCX,1
20148,K833674,GCX,1
20149,K833675,KIH,1
20150,K833676,DWP,1
20151,K833677,HYF,1
20152,K833678,IAF,1
20153,K833680,IYO,1
20154,K833681,LPH,1
20155,K833682,LDR,1
20156,K833683,KLS,1
20157,K833684,FPB,1
20158,K833687,KNT,1
20159,K833688,KGX,1
20160,K833689,DRT,1
20161,K833690,FAA,1
20162,K833692,CBN,1
20163,K833693,JKS,1
20164,K833694,HKI,1
20165,K833695,DRX,1
20166,K833696,CEM,1
20167,K833697,HQC,1
20168,K833698,GDW,1
20169,K833699,CIX,1
20170,K833700,JIT,1
20171,K833701,LBH,1
20172,K833702,JIT,1
20173,K833703,KHQ,1
20174,K833704,GDW,1
20175,K833705,FMI,1
20176,K833706,FMF,1
20177,K833708,LKZ,1
20178,K833709,JTN,1
20179,K833710,CED,1
20180,K833711,FLL,1
20181,K833712,JGS,1
20182,K833713,JLW,1
20183,K833714,BZL,1
20184,K833715,LCE,1
20185,K833716,DSY,1
20186,K833717,GEA,1
20187,K833718,KLE,1
20188,K833719,KOD,1
20189,K833720,GDM,1
20190,K833723,FRN,1
20191,K833724,CIL,1
20192,K833725,EBF,1
20193,K833726,HXS,1
20194,K833727,HRX,1
20195,K833728,DSB,1
20196,K833729,FRO,1
20197,K833730,FRO,1
20198,K833731,KGX,1
20199,K833732,ITG,1
20200,K833733,FRO,1
20201,K833735,NAB,1
20202,K833736,EIS,1
20203,K833737,LIX,1
20204,K833738,GTP,1
20205,K833739,CCJ,1
20206,K833740,FPA,1
20207,K833741,FPA,1
20208,K833744,CJE,1
20209,K833745,CDX,1
20210,K833746,CHJ,1
20211,K833747,HPS,1
20212,K833748,CBP,1
20213,K833749,FKX,1
20214,K833751,LDD,1
20215,K833753,DXN,1
20216,K833754,FRW,1
20217,K833755,FLL,1
20218,K833756,DXG,1
20219,K833757,EBF,1
20220,K833758,FMC,1
20221,K833759,JSD,1
20222,K833760,JSJ,1
20223,K833761,DKB,1
20224,K833762,LJE,1
20225,K833763,DXZ,1
20226,K833764,FTL,1
20227,K833765,HIS,1
20228,K833768,CEW,1
20229,K833772,LCP,1
20230,K833773,ESD,1
20231,K833774,EJS,1
20232,K833775,ESD,1
20233,K833776,CEM,1
20234,K833777,CIB,1
20235,K833778,HOX,1
20236,K833779,IZW,1
20237,K833780,FKG,1
20238,K833781,CGS,1
20239,K833782,FAD,1
20240,K833783,HQC,1
20241,K833784,HQC,1
20242,K833785,BTA,1
20243,K833786,CBK,1
20244,K833788,DZC,1
20245,K833789,LCA,1
20246,K833790,KOD,1
20247,K833791,KXT,1
20248,K833792,DRS,1
20249,K833794,DIF,1
20250,K833796,DLZ,1
20251,K833797,EBF,1
20252,K833798,DXY,1
20253,K833799,DXN,1
20254,K833800,HQC,1
20255,K833801,DQY,1
20256,K833802,FMT,1
20257,K833803,ESD,1
20258,K833804,JJF,1
20259,K833805,LCP,1
20260,K833806,DIP,1
20261,K833807,BTR,1
20262,K833808,IPF,1
20263,K833809,GZB,1
20264,K833810,EBF,1
20265,K833811,IYX,1
20266,K833812,FMK,1
20267,K833814,LIO,1
20268,K833815,EFW,1
20269,K833816,FMK,1
20270,K833819,DXJ,1
20271,K833820,HRJ,1
20272,K833821,IYX,1
20273,K833822,LKG,1
20274,K833823,DSH,1
20275,K833824,DTB,1
20276,K833825,DQY,1
20277,K833826,DQA,1
20278,K833828,DSP,1
20279,K833829,LGD,1
20280,K833830,DWF,1
20281,K833831,BTR,1
20282,K833832,BTO,1
20283,K833833,JJE,1
20284,K833834,JXA,1
20285,K833835,HGY,1
20286,K833836,DYG,1
20287,K833837,FLE,1
20288,K833838,LCN,1
20289,K833839,ILJ,1
20290,K833840,ISA,1
20291,K833841,CZK,1
20292,K833842,DPO,1
20293,K833846,IZO,1
20294,K833847,ITY,1
20295,K833848,LFJ,1
20296,K833849,CKG,1
20297,K833850,CDX,1
20298,K833851,JHI,1
20299,K833852,CGJ,1
20300,K833853,CDP,1
20301,K833854,CEP,1
20302,K833855,CEF,1
20303,K833857,IDZ,1
20304,K833858,JTL,1
20305,K833859,GCP,1
20306,K833860,FCE,1
20307,K833861,JTZ,1
20308,K833862,JTY,1
20309,K833864,CJA,1
20310,K833865,HRS,1
20311,K833866,JPW,1
20312,K833867,EFQ,1
20313,K833868,KFX,1
20314,K833869,ITJ,1
20315,K833870,ION,1
20316,K833871,CAI,1
20317,K833872,KYR,1
20318,K833873,DQY,1
20319,K833874,ERL,1
20320,K833875,ERL,1
20321,K833877,KKX,1
20322,K833878,KXT,1
20323,K833879,DRM,1
20324,K833880,GYE,1
20325,K833881,JDI,1
20326,K833882,ETF,1
20327,K833883,EWO,1
20328,K833885,DHB,1
20329,K833886,JSJ,1
20330,K833887,JSJ,1
20331,K833888,MDB,1
20332,K833890,LGP,1
20333,K833891,KFF,1
20334,K833892,GGP,1
20335,K833896,KOC,1
20336,K833898,JJX,1
20337,K833899,DRX,1
20338,K833901,JTO,1
20339,K833902,JOP,1
20340,K833903,HPX,1
20341,K833904,KPD,1
20342,K833905,KOC,1
20343,K833906,KOC,1
20344,K833907,JDW,1
20345,K833908,BSY,1
20346,K833909,ETD,1
20347,K833910,ETD,1
20348,K833911,LAT,1
20349,K833912,JDI,1
20350,K833913,DXG,1
20351,K833914,DXG,1
20352,K833915,LJS,1
20353,K833916,KGX,1
20354,K833917,JTA,1
20355,K833918,DYG,1
20356,K833919,JJH,1
20357,K833920,FGE,1
20358,K833921,JWH,1
20359,K833922,CAF,1
20360,K833923,CBT,1
20361,K833924,FDS,1
20362,K833925,CFT,1
20363,K833926,ESD,1
20364,K833927,IKN,1
20365,K833928,IPF,1
20366,K833929,LIZ,1
20367,K833931,CDQ,1
20368,K833932,JFT,1
20369,K833933,KQN,1
20370,K833934,CKG,1
20371,K833936,LKB,1
20372,K833937,FGE,1
20373,K833938,CAW,1
20374,K833939,FPA,1
20375,K833940,HWE,1
20376,K833941,IYE,1
20377,K833943,LXH,1
20378,K833944,LHC,1
20379,K833945,IPF,1
20380,K833946,KCW,1
20381,K833947,KNT,1
20382,K833949,FPA,1
20383,K833950,CEK,1
20384,K833951,DPS,1
20385,K833952,HTY,1
20386,K833953,LDR,1
20387,K833954,KGX,1
20388,K833955,EIY,1
20389,K833956,HOX,1
20390,K833957,GGT,1
20391,K833958,FRN,1
20392,K833959,JQW,1
20393,K833960,JHI,1
20394,K833961,HQC,1
20395,K833962,HQC,1
20396,K833963,JTO,1
20397,K833964,FNM,1
20398,K833965,DRE,1
20399,K833966,JSJ,1
20400,K833967,JSJ,1
20401,K833968,JSN,1
20402,K833969,DGC,1
20403,K833970,LWJ,1
20404,K833971,GKL,1
20405,K833972,GIF,1
20406,K833973,DQA,1
20407,K833974,BTT,1
20408,K833976,KGO,1
20409,K833977,DLJ,1
20410,K833978,DXN,1
20411,K833981,FLL,1
20412,K833982,CBK,1
20413,K833983,FRN,1
20414,K833984,KTL,1
20415,K833988,JTL,1
20416,K833989,KLS,1
20417,K833990,GZB,1
20418,K833991,KWY,1
20419,K833992,JGS,1
20420,K833993,LKB,1
20421,K833994,BYJ,1
20422,K833995,CCL,1
20423,K833998,JJF,1
20424,K833999,LDH,1
20425,K834000,JHI,1
20426,K834001,JSE,1
20427,K834002,JSE,1
20428,K834003,JSE,1
20429,K834004,JSE,1
20430,K834005,JSJ,1
20431,K834006,JSG,1
20432,K834007,JSQ,1
20433,K834008,JSJ,1
20434,K834009,JSH,1
20435,K834010,JSJ,1
20436,K834012,JSE,1
20437,K834013,JSD,1
20438,K834014,JSG,1
20439,K834015,JSD,1
20440,K834016,JSG,1
20441,K834017,JSJ,1
20442,K834018,JSJ,1
20443,K834019,JSI,1
20444,K834020,JSJ,1
20445,K834022,JTO,1
20446,K834023,CDX,1
20447,K834024,KFF,1
20448,K834025,DWF,1
20449,K834026,GKL,1
20450,K834027,IWG,1
20451,K834028,JTO,1
20452,K834029,JTO,1
20453,K834031,GGP,1
20454,K834032,GOL,1
20455,K834033,CJE,1
20456,K834034,DXH,1
20457,K834035,JDI,1
20458,K834036,DYG,1
20459,K834037,DYG,1
20460,K834038,CGJ,1
20461,K834039,DWF,1
20462,K834040,DXO,1
20463,K834041,DTP,1
20464,K834043,JPK,1
20465,K834044,KZE,1
20466,K834045,KNK,1
20467,K834046,EBF,1
20468,K834047,HAX,1
20469,K834048,GEI,1
20470,K834049,CDP,1
20471,K834050,GGP,1
20472,K834051,GGP,1
20473,K834052,KLT,1
20474,K834053,CIJ,1
20475,K834054,JQB,1
20476,K834055,EKC,1
20477,K834056,EFN,1
20478,K834057,KLK,1
20479,K834059,DXG,1
20480,K834060,HQF,1
20481,K834061,CAN,1
20482,K834062,LDQ,1
20483,K834063,LDQ,1
20484,K834064,JJY,1
20485,K834065,JSN,1
20486,K834066,JSK,1
20487,K834067,GRO,1
20488,K834068,JSJ,1
20489,K834069,FWF,1
20490,K834070,JZT,1
20491,K834071,FPA,1
20492,K834072,EMS,1
20493,K834073,FOZ,1
20494,K834074,DYB,1
20495,K834075,JGJ,1
20496,K834076,HRX,1
20497,K834077,CAF,1
20498,K834078,BTQ,1
20499,K834080,LCW,1
20500,K834084,JKF,1
20501,K834085,BYE,1
20502,K834086,GGN,1
20503,K834087,IYO,1
20504,K834088,HEM,1
20505,K834089,JAY,1
20506,K834090,JSS,1
20507,K834091,LJS,1
20508,K834092,IPF,1
20509,K834094,ESZ,1
20510,K834095,GEN,1
20511,K834096,DXY,1
20512,K834098,ISD,1
20513,K834099,JJQ,1
20514,K834100,JRC,1
20515,K834102,KLI,1
20516,K834103,INQ,1
20517,K834106,LDR,1
20518,K834107,DXT,1
20519,K834108,LXH,1
20520,K834109,DQY,1
20521,K834110,HCC,1
20522,K834111,HCC,1
20523,K834113,KIT,1
20524,K834115,JSK,1
20525,K834116,KIT,1
20526,K834117,KIR,1
20527,K834119,KIR,1
20528,K834120,KIR,1
20529,K834122,KIT,1
20530,K834123,KIR,1
20531,K834124,KIR,1
20532,K834125,JSM,1
20533,K834126,KIR,1
20534,K834127,LXZ,1
20535,K834129,LHB,1
20536,K834130,FPA,1
20537,K834131,HHL,1
20538,K834134,DWF,1
20539,K834135,KDD,1
20540,K834136,KIT,1
20541,K834138,GAG,1
20542,K834140,KTL,1
20543,K834141,IYO,1
20544,K834142,GAD,1
20545,K834144,HHD,1
20546,K834145,HOX,1
20547,K834146,HRX,1
20548,K834148,GWN,1
20549,K834149,GMQ,1
20550,K834150,JJQ,1
20551,K834151,BTT,1
20552,K834152,FLE,1
20553,K834154,LDR,1
20554,K834155,HQE,1
20555,K834158,HQC,1
20556,K834159,HQC,1
20557,K834161,HQC,1
20558,K834163,HQE,1
20559,K834164,FPK,1
20560,K834165,FMF,1
20561,K834166,GEX,1
20562,K834168,JZD,1
20563,K834169,BWB,1
20564,K834170,GWZ,1
20565,K834171,KOA,1
20566,K834172,EQN,1
20567,K834173,LBX,1
20568,K834174,HCZ,1
20569,K834175,HRQ,1
20570,K834176,GEG,1
20571,K834177,HGE,1
20572,K834178,GWZ,1
20573,K834179,BTO,1
20574,K834180,HTD,1
20575,K834181,GAD,1
20576,K834182,GES,1
20577,K834183,HTD,1
20578,K834184,EMF,1
20579,K834185,HTD,1
20580,K834187,HKY,1
20581,K834188,JYL,1
20582,K834189,EPY,1
20583,K834190,EMH,1
20584,K834191,KOA,1
20585,K834192,KOA,1
20586,K834193,FRG,1
